Date,Open,High,Low,Close,Adj Close,Volume
2023-02-20,833.049988,854.599976,830.200012,851.400024,850.532104,16200817
2023-02-27,851.849976,868.750000,840.000000,852.650024,851.780823,55300076
2023-03-06,856.950012,874.250000,845.500000,851.900024,851.031555,45511950
2023-03-13,845.599976,857.000000,814.299988,837.400024,836.546387,44096017
2023-03-20,836.000000,861.150024,825.549988,839.900024,839.043823,48189508
2023-03-27,841.049988,860.900024,826.049988,858.500000,857.624817,51672856
2023-04-03,864.000000,871.000000,849.000000,851.950012,851.081543,44834213
2023-04-10,854.799988,867.700012,843.950012,864.349976,863.468811,77001890
2023-04-17,882.000000,882.000000,857.099976,864.200012,863.319031,98275875
2023-04-24,868.000000,895.799988,853.650024,860.000000,859.123291,113061244
2023-05-01,860.000000,885.000000,854.049988,865.299988,864.417908,52150667
2023-05-08,865.299988,913.599976,865.299988,910.650024,909.721680,55367453
2023-05-15,910.650024,929.500000,908.950012,924.049988,923.107971,52162650
2023-05-22,923.000000,927.900024,910.200012,926.950012,926.005066,36962960
2023-05-29,931.000000,939.900024,910.200012,926.099976,925.155884,73129802
2023-06-05,927.599976,981.700012,927.599976,974.750000,973.756348,67931263
2023-06-12,973.000000,989.700012,968.599976,981.549988,980.549377,56182794
2023-06-19,983.849976,986.000000,954.549988,958.400024,957.423035,42752185
2023-06-26,959.500000,989.849976,953.099976,987.450012,986.443359,29828760
2023-07-03,990.000000,990.000000,961.000000,976.700012,975.704346,37617847
2023-07-10,976.700012,986.000000,947.000000,957.049988,957.049988,46359941
2023-07-17,960.000000,985.000000,950.450012,971.299988,971.299988,52064775
2023-07-24,973.450012,990.000000,942.200012,949.950012,949.950012,57276512
2023-07-31,954.700012,964.000000,927.150024,952.250000,952.250000,53788249
2023-08-07,952.250000,959.900024,933.000000,937.200012,937.200012,53286303
2023-08-14,935.000000,945.950012,928.900024,943.049988,943.049988,30552883
2023-08-21,944.200012,994.250000,943.950012,983.099976,983.099976,48487164
2023-08-28,980.099976,998.000000,968.599976,991.150024,991.150024,58093707
2023-09-04,993.750000,994.549988,961.799988,980.299988,980.299988,48752801
2023-09-11,981.799988,1031.750000,979.000000,1027.150024,1027.150024,45184949
2023-09-18,1021.549988,1047.500000,1008.000000,1018.250000,1018.250000,35281805
2023-09-25,1015.200012,1041.000000,1004.000000,1036.699951,1036.699951,44017306
2023-10-02,1036.699951,1044.699951,988.849976,1000.950012,1000.950012,47413699
2023-10-09,994.799988,1031.000000,988.250000,994.049988,994.049988,37041880
2023-10-16,990.000000,1014.700012,977.750000,980.349976,980.349976,29071998
2023-10-23,980.000000,1004.750000,951.400024,1002.750000,1002.750000,43837254
2023-10-30,1002.750000,1002.750000,968.000000,988.849976,988.849976,28253386
2023-11-06,995.000000,1031.000000,993.099976,1029.199951,1029.199951,28457349
2023-11-13,1030.050049,1045.000000,991.849976,994.349976,994.349976,33403047
2023-11-20,981.000000,1010.750000,980.349976,1008.500000,1008.500000,31450430
2023-11-27,1008.500000,1109.000000,1008.500000,1104.650024,1104.650024,54780127
2023-12-04,1120.500000,1151.849976,1099.099976,1131.199951,1131.199951,50931196
2023-12-11,1129.000000,1151.000000,1108.599976,1120.349976,1120.349976,45622826
2023-12-18,1119.699951,1126.849976,1077.199951,1088.300049,1088.300049,46109873
2023-12-25,1088.300049,1113.000000,1086.699951,1102.300049,1102.300049,34704851
2024-01-01,1095.000000,1139.900024,1081.300049,1136.949951,1136.949951,41641748
2024-01-08,1145.000000,1146.000000,1099.050049,1120.349976,1120.349976,27328853
2024-01-15,1122.000000,1130.449951,1066.000000,1116.550049,1116.550049,60639382
2024-01-22,1116.550049,1141.599976,1020.900024,1042.250000,1042.250000,60643567
2024-01-29,1036.000000,1096.199951,1036.000000,1067.050049,1067.050049,51640074
2024-02-05,1067.050049,1079.500000,1031.650024,1051.400024,1051.400024,45965013
2024-02-12,1051.400024,1100.900024,1035.349976,1068.750000,1068.750000,54158833
2024-02-19,1069.000000,1110.699951,1057.699951,1100.900024,1100.900024,40095998
2024-02-23,1099.000000,1107.400024,1090.000000,1098.849976,1098.849976,1767636
