Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,40.491306,41.491680,37.399677,37.604515,28.853920,157257179
2014-01-08,37.599751,38.042774,35.565659,35.665695,27.366264,190911527
2014-01-15,35.822899,36.775635,35.260784,36.546978,28.042469,186474751
2014-01-22,36.613670,37.537823,33.536327,34.932087,26.803370,203364392
2014-01-29,35.108345,35.189327,32.016712,32.674103,25.070820,274829283
2014-02-05,32.855122,37.461605,32.778904,37.132912,28.492058,351267794
2014-02-12,36.732761,36.861382,34.246117,36.170647,27.753714,297120365
2014-02-19,36.189701,36.194466,34.260410,34.350918,26.357439,191963361
2014-02-26,34.398556,34.570049,32.459736,33.512512,25.714130,329449498
2014-03-05,33.803097,35.575188,32.616940,32.750320,25.129299,343917693
2014-03-12,32.488319,33.217163,31.630856,32.459736,24.906334,258413466
2014-03-19,32.716976,35.408459,32.412102,34.974960,26.836269,353271044
2014-03-26,35.384640,38.428631,35.279839,38.219028,29.325438,320100283
2014-04-02,38.342888,39.252750,37.514004,38.743034,29.727507,217181390
2014-04-09,39.062202,40.472252,38.843071,38.981220,29.910261,218309445
2014-04-16,39.109840,40.538944,38.562016,40.095921,30.765574,151245572
2014-04-23,40.110210,41.243969,38.490559,38.633469,29.643438,210926713
2014-04-30,38.776382,38.824017,36.975708,38.276196,29.369303,229769602
2014-05-07,38.219028,42.063320,37.742661,40.691380,31.222471,279097315
2014-05-14,40.962910,46.288708,40.700909,44.507092,34.150261,679290330
2014-05-21,44.583309,47.160461,43.120861,45.502701,34.914192,309714075
2014-05-28,45.750412,50.337841,44.111706,50.190166,38.510887,329111251
2014-06-04,50.233040,55.249195,50.028202,53.229397,40.842880,408708547
2014-06-11,53.343723,53.905838,48.780117,50.714172,38.912949,281977786
2014-06-18,51.076210,51.433487,49.065937,50.714172,38.912949,226621659
2014-06-25,50.790390,51.952728,49.256485,51.509705,39.523357,187582014
2014-07-02,52.114693,52.390987,48.589569,48.927792,37.542259,172708093
2014-07-09,49.161209,51.242939,46.898460,50.223511,38.536465,317211772
2014-07-16,50.637951,54.487007,50.066311,53.562855,41.934250,284915260
2014-07-23,53.877258,54.720428,51.852692,52.257603,40.912373,226243527
2014-07-30,52.495789,53.924892,51.200066,53.562855,41.934250,309079062
2014-08-06,53.553326,54.191662,50.418823,51.643089,40.431274,285832104
2014-08-13,51.628799,52.781609,50.028202,51.838402,40.584187,240154422
2014-08-20,51.809818,52.586300,48.565750,50.013908,39.155788,254690884
2014-08-27,50.304493,50.676060,48.784878,49.466087,38.726898,171936578
2014-09-03,49.647106,50.561733,48.084618,49.413685,38.685871,234530664
2014-09-10,49.065937,49.999619,46.355400,46.698387,36.560070,229214420
2014-09-17,46.969917,48.865864,46.079105,46.264893,36.220695,235457553
2014-09-24,46.112453,46.345875,43.030350,43.735374,34.240341,260414408
2014-10-01,43.397152,43.578175,41.739391,41.934704,32.830601,131203308
2014-10-08,41.682228,44.726219,41.501209,43.449554,34.016571,274709691
2014-10-15,43.449554,44.549965,41.539318,43.416206,33.990463,258733817
2014-10-22,43.921158,44.097416,42.549217,42.987476,33.654812,130464708
2014-10-29,43.263771,47.150936,43.230427,46.603111,36.485485,221319523
2014-11-05,46.779369,46.912750,44.064068,45.759941,35.825367,171500949
2014-11-12,45.731358,46.607876,44.030724,46.341110,36.280365,267930629
2014-11-19,46.312527,46.946098,43.682976,44.249851,34.643124,220893003
2014-11-26,44.302254,45.278809,43.740139,44.321308,34.699070,196452073
2014-12-03,44.530910,44.745277,41.448807,41.567898,32.543427,171285369
2014-12-10,41.196331,42.206234,36.870907,37.123383,29.063824,284430036
2014-12-17,37.537823,39.167004,36.875671,37.614040,29.447956,252907433
2014-12-24,37.275822,39.114601,37.166256,37.756954,29.559845,182093698
2014-12-31,37.823643,40.153084,37.571171,37.776009,29.574764,205668544
2015-01-07,37.899864,38.576305,36.546978,37.299641,29.201815,196001130
2015-01-14,37.294876,38.452450,35.451328,38.300011,29.984997,288507082
2015-01-21,38.585835,39.252750,37.490185,37.957027,29.716480,177639099
2015-01-28,37.823643,37.823643,36.022972,36.308792,28.426081,203433572
2015-02-04,36.575558,37.480659,32.869415,34.084152,26.684414,260922880
2015-02-11,34.298519,35.675224,33.631603,35.232201,27.583218,147996668
2015-02-18,35.437038,36.380249,34.031754,34.212772,26.785116,218328989
2015-02-25,34.565285,34.755833,32.797958,33.645893,26.341303,278280573
2015-03-04,33.917423,34.026989,31.445072,31.592747,24.733900,187922622
2015-03-11,31.726130,32.054825,30.782921,31.683256,24.804760,203546614
2015-03-18,31.983370,32.850361,30.892485,31.168779,24.401976,242025244
2015-03-25,31.249762,31.340271,29.649164,30.177933,23.626244,220485440
2015-04-01,30.201752,31.935732,30.106478,31.773766,24.875620,147464234
2015-04-08,32.021477,33.250507,31.306927,32.888470,25.748322,217220163
2015-04-15,32.869415,33.755459,31.778530,33.179054,25.975815,264642890
2015-04-22,33.341019,35.708569,32.512138,35.370346,27.691374,363076934
2015-04-29,35.432274,36.299267,34.031754,36.213520,28.351498,236856166
2015-05-06,36.299267,36.632725,33.588730,33.688766,26.374870,247129571
2015-05-13,33.941242,35.246490,33.502983,35.094055,27.475071,206276697
2015-05-20,35.003544,35.003544,31.373617,31.711840,24.827139,287725984
2015-05-27,31.711840,31.845222,30.530445,30.654301,23.999189,163199147
2015-06-03,30.682882,30.768629,27.915182,29.034649,22.731169,245877756
2015-06-10,29.058468,29.325233,27.724636,28.053329,21.962896,161555346
2015-06-17,28.934610,30.173168,28.415371,29.825420,23.350264,231684065
2015-06-24,29.915930,29.954039,27.381651,29.020357,22.719978,182785977
2015-07-01,29.058468,29.577709,27.819908,28.410606,22.242611,175634965
2015-07-08,28.010456,28.010456,26.557533,26.786190,20.970856,264980424
2015-07-15,26.933865,27.410233,26.090693,26.171675,20.489754,265257613
2015-07-22,25.842981,26.771898,23.475430,23.746960,18.591450,313510665
2015-07-29,23.913689,24.747334,23.342047,24.418640,19.678753,328529894
2015-08-05,24.771152,25.580978,23.408739,23.513540,18.949343,318827213
2015-08-12,24.237619,24.571077,21.817669,24.042309,19.375473,591266111
2015-08-19,23.827944,24.137583,19.064260,20.336163,16.388721,420849582
2015-08-26,20.293289,22.351200,19.907433,20.607693,16.607546,464017482
2015-09-02,20.855406,22.198763,20.036051,21.793850,17.563457,381988202
2015-09-09,22.484585,23.232483,21.770033,21.779558,17.551943,401929643
2015-09-16,22.103491,22.427420,20.883987,20.969732,16.899311,265490039
2015-09-23,20.426674,21.346064,19.026150,19.188114,15.463522,321655100
2015-09-30,19.712120,21.817669,19.578737,21.674759,17.467484,311166838
2015-10-07,21.436575,24.956936,21.303190,23.342047,18.811136,479307973
2015-10-14,23.246775,24.504387,22.865679,22.941898,18.488663,297581540
2015-10-21,23.027643,23.970854,22.698950,23.432556,18.884077,216635846
2015-10-28,23.294411,24.275728,22.379784,22.456001,18.097080,247724604
2015-11-04,22.784697,22.865679,20.259945,20.774422,16.741911,360838446
2015-11-11,20.774422,22.460766,20.636274,22.346437,18.008785,174143086
2015-11-18,22.303564,22.389311,21.198389,21.374645,17.225624,221315344
2015-11-25,21.374645,22.722769,21.360355,22.632257,18.239126,221725007
2015-12-02,22.860914,23.580231,22.246401,22.365492,18.024143,325239069
