Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,46.869999,46.869999,41.779999,45.790001,42.803696,4824700
2014-01-08,41.230000,41.500000,36.500000,38.180000,35.690002,10139200
2014-01-15,38.759998,39.970001,37.750000,38.430000,35.923698,1911800
2014-01-22,38.500000,38.750000,36.110001,36.490002,34.110218,1856900
2014-01-29,36.139999,37.480000,34.230000,36.750000,34.353260,2748200
2014-02-05,36.450001,39.480000,35.419998,39.150002,36.596741,2057600
2014-02-12,39.220001,39.380001,35.910000,36.889999,34.484131,1684300
2014-02-19,36.900002,37.009998,32.799999,33.310001,31.137611,2836200
2014-02-26,33.689999,36.500000,33.320000,36.250000,33.885872,1791900
2014-03-05,36.259998,37.250000,33.700001,34.099998,31.876085,1685400
2014-03-12,33.799999,36.299999,33.500000,35.820000,33.483913,1757600
2014-03-19,35.840000,36.000000,32.889999,33.070000,30.913261,2971400
2014-03-26,33.130001,35.389999,31.010000,34.720001,32.455654,2532300
2014-04-02,34.900002,36.790001,32.430000,33.209999,31.044130,2506400
2014-04-09,33.220001,33.500000,29.360001,30.900000,28.884783,2712600
2014-04-16,31.010000,32.680000,30.700001,31.440001,29.389566,1209100
2014-04-23,31.250000,32.049999,26.139999,28.500000,26.641304,4489800
2014-04-30,28.370001,29.000000,26.570000,26.629999,24.893261,2331900
2014-05-07,26.610001,27.879999,25.500000,27.250000,25.472826,2637500
2014-05-14,27.070000,27.500000,25.440001,26.000000,24.304348,1519800
2014-05-21,26.020000,28.490000,25.160000,27.590000,25.790653,1475700
2014-05-28,27.629999,28.990000,26.500000,27.570000,25.771957,1708000
2014-06-04,27.549999,27.870001,26.260000,27.370001,25.585001,1413600
2014-06-11,27.150000,29.620001,27.150000,29.340000,27.426523,1174600
2014-06-18,29.719999,30.680000,28.799999,28.900000,27.015217,1639000
2014-06-25,29.719999,30.379999,27.170000,27.660000,25.856087,2189700
2014-07-02,28.000000,29.389999,26.750000,27.070000,25.304565,2643900
2014-07-09,23.010000,25.610001,22.879999,23.850000,22.294565,5843600
2014-07-16,23.820000,24.219999,20.959999,20.969999,19.602390,3747400
2014-07-23,20.900000,21.280001,20.320000,21.110001,19.733261,2053700
2014-07-30,21.209999,21.950001,20.670000,21.170000,19.789349,1564500
2014-08-06,21.090000,22.959999,21.020000,21.969999,20.537174,1352800
2014-08-13,21.900000,22.250000,20.690001,21.459999,20.060434,1322300
2014-08-20,21.250000,23.280001,21.250000,22.200001,20.752174,1499500
2014-08-27,22.139999,22.350000,20.650000,21.400000,20.004349,1130300
2014-09-03,21.400000,22.500000,20.809999,21.330000,19.938913,2160300
2014-09-10,21.240000,23.459999,21.010000,23.110001,21.602827,1403900
2014-09-17,23.110001,24.000000,21.959999,23.080000,21.574783,3125200
2014-09-24,23.150000,23.719999,21.629999,21.770000,20.350218,1035400
2014-10-01,21.719999,23.230000,15.980000,16.440001,15.367826,8481300
2014-10-08,16.600000,17.340000,15.490000,17.299999,16.171740,3877800
2014-10-15,17.000000,17.900000,16.590000,17.320000,16.190435,1759600
2014-10-22,17.309999,17.500000,16.580000,17.420000,16.283913,1086200
2014-10-29,17.420000,19.440001,16.860001,18.570000,17.358913,1515400
2014-11-05,18.700001,22.059999,18.490000,21.389999,19.994999,1843700
2014-11-12,21.230000,23.879999,21.190001,23.219999,21.705652,2285800
2014-11-19,23.250000,23.620001,21.790001,23.120001,21.612175,1512700
2014-11-26,22.750000,23.040001,19.070000,19.100000,17.854349,1564100
2014-12-03,19.070000,19.070000,16.900000,17.480000,16.340000,2128900
2014-12-10,17.469999,19.000000,16.590000,18.639999,17.424347,1618100
2014-12-17,18.770000,20.840000,18.740000,20.020000,18.714348,1588000
2014-12-24,20.000000,20.700001,18.750000,19.280001,18.022610,998200
2014-12-31,19.280001,19.770000,17.530001,18.480000,17.274782,1776100
2015-01-07,18.629999,21.680000,17.070000,17.219999,16.096956,4661000
2015-01-14,17.100000,18.500000,16.700001,18.430000,17.228045,1694300
2015-01-21,18.410000,19.580000,18.270000,18.910000,17.676739,1369200
2015-01-28,18.910000,19.490000,17.830000,19.139999,17.891739,1263300
2015-02-04,18.920000,19.780001,18.790001,19.500000,18.228262,909500
2015-02-11,19.490000,20.730000,19.280001,19.889999,18.592825,1811700
2015-02-18,19.799999,20.590000,18.590000,18.910000,17.676739,1123500
2015-02-25,18.940001,19.250000,17.879999,19.010000,17.770218,1001500
2015-03-04,18.990000,18.990000,17.879999,18.290001,17.097176,834800
2015-03-11,18.389999,19.260000,18.180000,18.799999,17.573914,832700
2015-03-18,18.719999,20.670000,18.600000,19.930000,18.630219,1164400
2015-03-25,19.879999,20.010000,18.080000,19.049999,17.807608,1114600
2015-04-01,18.930000,22.360001,18.590000,21.740000,20.322174,1473200
2015-04-08,21.740000,23.500000,21.139999,22.889999,21.397173,1151000
2015-04-15,22.650000,23.209999,21.959999,22.480000,21.013912,1388100
2015-04-22,22.459999,22.500000,16.379999,18.610001,17.396305,4691700
2015-04-29,18.500000,18.600000,16.500000,16.650000,15.564131,2442100
2015-05-06,16.660000,16.850000,15.820000,16.520000,15.442610,1366300
2015-05-13,16.500000,18.299999,15.800000,17.469999,16.330652,1819900
2015-05-20,17.459999,18.110001,17.040001,17.790001,16.629784,653300
2015-05-27,17.799999,18.870001,17.650000,17.760000,16.601740,799600
2015-06-03,17.770000,18.080000,16.510000,16.950001,15.844566,675400
2015-06-10,17.080000,17.240000,16.389999,16.629999,15.545434,710000
2015-06-17,16.730000,17.350000,16.580000,16.959999,15.853912,901600
2015-06-24,16.850000,17.600000,16.790001,16.870001,15.769784,883400
2015-07-01,16.980000,17.790001,16.080000,17.500000,16.358696,1975200
2015-07-08,18.410000,19.200001,17.320000,18.709999,17.489782,3166700
2015-07-15,18.740000,18.920000,17.709999,18.200001,17.013044,675500
2015-07-22,18.120001,18.500000,17.670000,18.000000,16.826088,744900
2015-07-29,18.049999,18.860001,17.000000,17.309999,16.181087,696500
